Colliers Wood,Tooting Broadway,404
Holland Park,Shepherds Bush,80
Gloucester Road,High Street Kensington,62
Kennington,Waterloo,280
Hatton Cross,Heathrow Terminal 4,192
Kilburn Park,Maida Vale,66
Acton Town,Chiswick Park,92
North Ealing,Park Royal,25
Camden Town,Mornington Crescent,53
Cannon Street,Mansion House,19
Kenton,South Kenton,218
Finchley Central,West Finchley,125
Paddington,Royal Oak,219
Boston Manor,Northfields,81
Leytonstone,Wanstead,168
Earls Court,West Kensington,211
Sloane Square,South Kensington,42
Baker Street,Regents Park,15
Ladbroke Grove,Latimer Road,49
South Woodford,Woodford,170
Finchley Road,Swiss Cottage,62
Embankment,Temple,48
Rayners Lane,South Harrow,105
Southfields,Wimbledon Park,123
Monument,London Bridge,388
Kensal Green,Queens Park,106
Angel,Kings Cross St. Pancras,147
Eastcote,Rayners Lane,92
Green Park,Hyde Park Corner,26
Monument,Liverpool Street,494
Latimer Road,Wood Lane,51
Source Station,Target Station,Weight
Barbican,Farringdon,66
Dollis Hill,Neasden,109
Leicester Square,Tottenham Court Road,154
Kings Cross St. Pancras,Russell Square,112
Hyde Park Corner,Knightsbridge,14
Ruislip,Ruislip Manor,45
Finchley Road,West Hampstead,92
Hatton Cross,Heathrow Terminal 4,172
Pimlico,Victoria,195
Kew Gardens,Richmond,169
Monument,Liverpool Street,423
Maida Vale,Warwick Avenue,23
Gunnersbury,Kew Gardens,73
Brixton,Stockwell,724
Becontree,Upney,243
Chancery Lane,Holborn,27
Caledonian Road,Holloway Road,53
Embankment,Waterloo,233
Monument,St. Pauls,35
Baker Street,Bond Street,46
Aldgate East,Tower Hill,114
Stratford,West Ham,1114
Brent Cross,Golders Green,104
Hillingdon,Uxbridge,169
Barkingside,Newbury Park,210
Burnt Oak,Edgware,392
Kennington,Nine Elms,45
St. Johns Wood,Swiss Cottage,28
Earls Court,West Brompton,128
Heathrow Terminal 4,Heathrow Terminals 1 2 3,219
Hanger Lane,North Acton,147
Bethnal Green,Liverpool Street,232
Tooting Bec,Tooting Broadway,309
Barons Court,Earls Court,142
Arnos Grove,Bounds Green,288
Aldgate,Tower Hill,65
Holborn,Tottenham Court Road,90
Blackhorse Road,Walthamstow Central,1334
Kilburn,Willesden Green,227
Kennington,Waterloo,255
Elm Park,Hornchurch,141
Holborn,Russell Square,30
Boston Manor,Osterley,84
Plaistow,West Ham,324
Stockwell,Vauxhall,386
Edgware Road (Bakerloo),Paddington,223
Elephant and Castle,Lambeth North,84
Kennington,Oval,129
Fulham Broadway,Parsons Green,60
East Finchley,Highgate,96
Canning Town,West Ham,598
Finchley Central,West Finchley,138
North Harrow,Pinner,58
Ealing Broadway,West Acton,161
Borough,London Bridge,222
Charing Cross,Embankment,82
Chorleywood,Rickmansworth,24
Chancery Lane,St. Pauls,22
Monument,Moorgate,215
Earls Court,High Street Kensington,144
Dagenham East,Elm Park,177
Harrow-on-the-Hill,Northwick Park,206
Lancaster Gate,Marble Arch,49
Belsize Park,Chalk Farm,29
Sloane Square,Victoria,203
Roding Valley,Woodford,71
Leytonstone,Snaresbrook,168
Latimer Road,Wood Lane,58
Bayswater,Paddington,209
Euston Square,Kings Cross St. Pancras,116
Fulham Broadway,West Brompton,71
Hounslow Central,Hounslow West,189
Leyton,Stratford,748
Embankment,Temple,27
Holland Park,Notting Hill Gate,20
Croxley,Watford,60
Chalfont and Latimer,Chesham,47
Neasden,Wembley Park,237
Colliers Wood,South Wimbledon,329
Earls Court,Gloucester Road,172
Manor House,Turnpike Lane,298
High Barnet,Totteridge and Whetstone,142
Euston,Kings Cross St. Pancras,242
Cannon Street,Mansion House,33
Oxford Circus,Warren Street,43
Ladbroke Grove,Westbourne Park,64
Croxley,Moor Park,19
Preston Road,Wembley Park,195
Barking,Upney,809
Bounds Green,Wood Green,532
Sudbury Hill,Sudbury Town,132
Seven Sisters,Tottenham Hale,808
Baker Street,St. Johns Wood,36
Battersea Power Station,Nine Elms,49
Clapham Common,Clapham South,209
Finsbury Park,Highbury and Islington,193
Greenford,Perivale,228
Fairlop,Hainault,177
St. Jamess Park,Westminster,26
Gunnersbury,Turnham Green,92
Monument,Waterloo,283
Finchley Road,Wembley Park,223
Chigwell,Roding Valley,17
Leicester Square,Piccadilly Circus,84
Parsons Green,Putney Bridge,78
Harrow and Wealdstone,Kenton,335
Gloucester Road,South Kensington,58
Bow Road,Bromley-by-Bow,60
Baker Street,Marylebone,50
South Woodford,Woodford,148
Baker Street,Great Portland Street,34
Blackfriars,Temple,62
Southfields,Wimbledon Park,125
Ravenscourt Park,Stamford Brook,41
Euston,Mornington Crescent,77
Stonebridge Park,Wembley Central,281
Covent Garden,Holborn,36
Arsenal,Holloway Road,49
Blackhorse Road,Tottenham Hale,841
Eastcote,Ruislip Manor,44
Alperton,Sudbury Town,99
Rayners Lane,West Harrow,68
Brent Cross,Hendon Central,189
Northolt,South Ruislip,267
East Finchley,Finchley Central,163
Moor Park,Rickmansworth,25
Acton Town,Turnham Green,163
Green Park,Westminster,50
Elephant and Castle,Kennington,157
Clapham Common,Clapham North,216
Covent Garden,Leicester Square,43
South Harrow,Sudbury Hill,86
Hillingdon,Ickenham,44
Eastcote,Rayners Lane,97
Kilburn,West Hampstead,128
Balham,Clapham South,185
Kilburn Park,Queens Park,99
Harlesden,Willesden Junction,212
Goodge Street,Tottenham Court Road,55
Oval,Stockwell,218
Paddington,Royal Oak,221
Green Park,Hyde Park Corner,27
Acton Town,South Ealing,88
Royal Oak,Westbourne Park,42
Kingsbury,Wembley Park,276
London Bridge,Southwark,206
Monument,Tower Hill,123
Goodge Street,Warren Street,14
Edgware Road (Bakerloo),Marylebone,25
Turnpike Lane,Wood Green,560
Aldgate,Liverpool Street,253
Plaistow,Upton Park,344
Bermondsey,London Bridge,311
Arsenal,Finsbury Park,196
Northwood Hills,Pinner,50
Northfields,South Ealing,78
Finsbury Park,Manor House,322
Kilburn Park,Maida Vale,39
Becontree,Dagenham Heathway,383
Knightsbridge,South Kensington,49
Ickenham,Ruislip,42
Earls Court,West Kensington,229
Kensal Green,Willesden Junction,189
Finsbury Park,Seven Sisters,760
Southwark,Waterloo,151
Monument,Cannon Street,28
Greenford,Northolt,401
Redbridge,Wanstead,93
Gloucester Road,High Street Kensington,52
Barbican,Moorgate,129
West Finchley,Woodside Park,67
Oxford Circus,Tottenham Court Road,101
Bromley-by-Bow,West Ham,162
Hanger Lane,Perivale,141
Chiswick Park,Turnham Green,63
Camden Town,Mornington Crescent,44
Leyton,Leytonstone,448
Kensal Green,Queens Park,80
East Acton,White City,79
Shepherds Bush,White City,150
North Wembley,Wembley Central,271
Balham,Tooting Bec,205
Camden Town,Euston,191
Kingsbury,Queensbury,335
Snaresbrook,South Woodford,96
Alperton,Park Royal,93
Paddington,Warwick Avenue,227
Mile End,Stepney Green,90
Harrow-on-the-Hill,West Harrow,168
Bethnal Green,Mile End,126
Gants Hill,Redbridge,334
Epping,Theydon Bois,159
Camden Town,Kentish Town,69
Canons Park,Queensbury,380
Rayners Lane,South Harrow,120
Goldhawk Road,Shepherds Bush Market,81
Oxford Circus,Piccadilly Circus,46
Buckhurst Hill,Woodford,90
Highbury and Islington,Kings Cross St. Pancras,175
Clapham North,Stockwell,260
Bond Street,Marble Arch,32
Blackfriars,Mansion House,68
East Ham,Upton Park,726
Moorgate,Old Street,144
Green Park,Piccadilly Circus,51
Mile End,Stratford,968
Bow Road,Mile End,107
North Ealing,Park Royal,22
Lambeth North,Waterloo,126
Stepney Green,Whitechapel,88
Hounslow East,Osterley,141
Borough,Elephant and Castle,101
Harlesden,Stonebridge Park,145
Oakwood,Southgate,191
Chalfont and Latimer,Chorleywood,34
Hounslow Central,Hounslow East,217
Barking,East Ham,1278
Waterloo,Westminster,204
Baker Street,Regents Park,14
Golders Green,Hampstead,95
Hatton Cross,Hounslow West,217
Monument,London Bridge,381
Liverpool Street,Moorgate,430
Hornchurch,Upminster Bridge,70
Colliers Wood,Tooting Broadway,455
Acton Town,Ealing Common,81
Camden Town,Chalk Farm,59
Belsize Park,Hampstead,32
Holland Park,Shepherds Bush,85
Notting Hill Gate,Queensway,53
Charing Cross,Leicester Square,106
Buckhurst Hill,Loughton,58
High Street Kensington,Notting Hill Gate,55
Kentish Town,Tufnell Park,55
Sloane Square,South Kensington,55
Green Park,Oxford Circus,65
East Putney,Southfields,128
Canons Park,Stanmore,180
North Acton,West Acton,66
Colindale,Hendon Central,484
Finchley Road,Swiss Cottage,55
Embankment,Westminster,51
Northwood,Northwood Hills,39
Debden,Loughton,113
Barons Court,West Kensington,86
Chigwell,Grange Hill,45
St. Jamess Park,Victoria,143
Canada Water,Canary Wharf,395
Aldgate East,Whitechapel,116
Ruislip Gardens,South Ruislip,88
East Putney,Putney Bridge,87
Angel,Kings Cross St. Pancras,140
Bond Street,Oxford Circus,70
East Acton,North Acton,124
Harrow-on-the-Hill,North Harrow,175
Leytonstone,Wanstead,203
Caledonian Road,Kings Cross St. Pancras,159
Charing Cross,Piccadilly Circus,78
Amersham,Chalfont and Latimer,64
Bond Street,Green Park,58
Cockfosters,Oakwood,127
Earls Court,Kensington (Olympia),62
Angel,Old Street,52
Upminster,Upminster Bridge,155
Northwick Park,Preston Road,98
Stamford Brook,Turnham Green,73
Moor Park,Northwood,18
Green Park,Victoria,320
Hatton Cross,Heathrow Terminals 1 2 3,330
Totteridge and Whetstone,Woodside Park,112
Shepherds Bush Market,Wood Lane,109
Ealing Broadway,Ealing Common,229
North Wembley,South Kenton,143
Archway,Highgate,151
Pimlico,Vauxhall,147
Lancaster Gate,Queensway,27
Acton Town,Chiswick Park,71
Arnos Grove,Southgate,247
Bermondsey,Canada Water,209
Euston Square,Great Portland Street,24
Farringdon,Kings Cross St. Pancras,198
Archway,Tufnell Park,121
Grange Hill,Hainault,181
Barkingside,Fairlop,108
Bayswater,Notting Hill Gate,59
Morden,South Wimbledon,641
Burnt Oak,Colindale,559
Euston,Warren Street,69
Kenton,South Kenton,181
Debden,Theydon Bois,88
Wimbledon,Wimbledon Park,503
Oxford Circus,Regents Park,23
Ruislip Gardens,West Ruislip,71
Canary Wharf,North Greenwich,539
Dollis Hill,Willesden Green,159
Gants Hill,Newbury Park,377
Dagenham East,Dagenham Heathway,356
Canning Town,North Greenwich,605
Boston Manor,Northfields,59
Ealing Common,North Ealing,31
Aldgate East,Liverpool Street,311
Ladbroke Grove,Latimer Road,38
Heathrow Terminal 5,Heathrow Terminals 1 2 3,213
Baker Street,Finchley Road,73
Finchley Central,Mill Hill East,91
Source Station,Target Station,Weight
Plaistow,West Ham,283
Upminster,Upminster Bridge,170
Canons Park,Stanmore,176
Monument,St. Pauls,41
Preston Road,Wembley Park,209
Leyton,Leytonstone,431
Balham,Clapham South,200
Hounslow Central,Hounslow East,258
Southfields,Wimbledon Park,105
Monument,Cannon Street,48
Oakwood,Southgate,224
Epping,Theydon Bois,139
St. Johns Wood,Swiss Cottage,26
Finchley Central,Mill Hill East,77
Heathrow Terminal 4,Heathrow Terminals 1 2 3,209
Kilburn Park,Maida Vale,51
Grange Hill,Hainault,196
Euston Square,Great Portland Street,13
Northwood Hills,Pinner,74
Northwood,Northwood Hills,30
Oxford Circus,Regents Park,29
Edgware Road (Bakerloo),Paddington,193
Canning Town,North Greenwich,585
Mile End,Stratford,962
Gunnersbury,Kew Gardens,53
East Acton,North Acton,120
Aldgate East,Whitechapel,94
East Acton,White City,99
Baker Street,Finchley Road,55
Ickenham,Ruislip,22
Kilburn,Willesden Green,188
Eastcote,Ruislip Manor,39
Brent Cross,Hendon Central,208
Kensal Green,Queens Park,89
Bounds Green,Wood Green,470
Kew Gardens,Richmond,169
Ravenscourt Park,Stamford Brook,49
Goodge Street,Tottenham Court Road,48
Bromley-by-Bow,West Ham,141
Rayners Lane,South Harrow,122
Aldgate,Liverpool Street,211
Earls Court,West Kensington,211
Burnt Oak,Colindale,596
Blackhorse Road,Tottenham Hale,823
Shepherds Bush,White City,143
Chalfont and Latimer,Chesham,39
Gants Hill,Redbridge,303
Elephant and Castle,Lambeth North,84
Oxford Circus,Warren Street,31
Caledonian Road,Holloway Road,63
Buckhurst Hill,Woodford,112
Knightsbridge,South Kensington,53
Earls Court,Gloucester Road,172
Blackfriars,Mansion House,71
Ealing Broadway,West Acton,160
Paddington,Warwick Avenue,230
Elephant and Castle,Kennington,155
Clapham Common,Clapham South,207
Farringdon,Kings Cross St. Pancras,207
Leicester Square,Piccadilly Circus,92
Colliers Wood,South Wimbledon,301
Camden Town,Chalk Farm,75
Monument,Moorgate,231
Gunnersbury,Turnham Green,87
Paddington,Royal Oak,211
Royal Oak,Westbourne Park,41
High Street Kensington,Notting Hill Gate,46
Barkingside,Fairlop,83
Chigwell,Grange Hill,48
Chigwell,Roding Valley,38
Covent Garden,Holborn,21
Alperton,Park Royal,85
Hatton Cross,Heathrow Terminals 1 2 3,345
Green Park,Hyde Park Corner,24
Holborn,Tottenham Court Road,114
Turnpike Lane,Wood Green,599
Harrow and Wealdstone,Kenton,313
Blackhorse Road,Walthamstow Central,1379
Green Park,Oxford Circus,77
High Barnet,Totteridge and Whetstone,134
Amersham,Chalfont and Latimer,53
Monument,Tower Hill,130
Ruislip,Ruislip Manor,36
Barking,Upney,785
Charing Cross,Embankment,69
Manor House,Turnpike Lane,302
Angel,Old Street,53
Baker Street,Bond Street,47
Ruislip Gardens,West Ruislip,56
Bermondsey,London Bridge,344
Kennington,Nine Elms,33
Barkingside,Newbury Park,277
Balham,Tooting Bec,163
South Harrow,Sudbury Hill,82
Covent Garden,Leicester Square,40
Seven Sisters,Tottenham Hale,805
Tooting Bec,Tooting Broadway,330
Holborn,Russell Square,37
Harrow-on-the-Hill,Northwick Park,191
Southwark,Waterloo,148
Green Park,Westminster,52
Wimbledon,Wimbledon Park,514
Brixton,Stockwell,735
Finsbury Park,Highbury and Islington,221
Finchley Road,Wembley Park,188
East Finchley,Finchley Central,150
Embankment,Waterloo,237
Totteridge and Whetstone,Woodside Park,125
Fulham Broadway,West Brompton,75
Arnos Grove,Bounds Green,253
Edgware Road (Bakerloo),Marylebone,24
Boston Manor,Northfields,78
Bond Street,Green Park,47
Golders Green,Hampstead,78
Kilburn,West Hampstead,123
Stockwell,Vauxhall,408
Arsenal,Holloway Road,53
Colindale,Hendon Central,422
Camden Town,Mornington Crescent,37
Boston Manor,Osterley,68
Belsize Park,Chalk Farm,33
Kentish Town,Tufnell Park,45
Ealing Common,North Ealing,40
Charing Cross,Piccadilly Circus,66
Canons Park,Queensbury,390
Green Park,Victoria,285
Harrow-on-the-Hill,West Harrow,159
Dagenham East,Dagenham Heathway,321
London Bridge,Southwark,204
Chancery Lane,Holborn,32
Charing Cross,Leicester Square,129
Borough,Elephant and Castle,95
Kingsbury,Queensbury,358
Ruislip Gardens,South Ruislip,103
Moorgate,Old Street,147
Ladbroke Grove,Westbourne Park,60
Stratford,West Ham,1070
Debden,Theydon Bois,73
Holland Park,Shepherds Bush,83
Stepney Green,Whitechapel,71
Kensal Green,Willesden Junction,155
Moor Park,Northwood,42
Kings Cross St. Pancras,Russell Square,129
East Ham,Upton Park,794
Fairlop,Hainault,218
Hounslow Central,Hounslow West,223
Angel,Kings Cross St. Pancras,126
Finsbury Park,Manor House,325
Neasden,Wembley Park,195
Oxford Circus,Tottenham Court Road,111
Rayners Lane,West Harrow,91
Hounslow East,Osterley,141
North Wembley,Wembley Central,261
Borough,London Bridge,207
Barons Court,West Kensington,100
Moor Park,Rickmansworth,18
Bow Road,Bromley-by-Bow,63
Battersea Power Station,Nine Elms,65
Euston,Mornington Crescent,88
Oval,Stockwell,223
Northolt,South Ruislip,258
Hanger Lane,North Acton,156
East Putney,Putney Bridge,92
Redbridge,Wanstead,110
Lancaster Gate,Marble Arch,44
Arsenal,Finsbury Park,181
Northfields,South Ealing,71
Cannon Street,Mansion House,19
Ladbroke Grove,Latimer Road,47
St. Jamess Park,Westminster,9
Becontree,Dagenham Heathway,348
Debden,Loughton,87
Bermondsey,Canada Water,169
Gloucester Road,High Street Kensington,74
South Woodford,Woodford,182
Arnos Grove,Southgate,223
Bayswater,Paddington,217
Cockfosters,Oakwood,116
Hatton Cross,Heathrow Terminal 4,177
Chalfont and Latimer,Chorleywood,53
Finsbury Park,Seven Sisters,738
Kennington,Oval,105
Waterloo,Westminster,199
Archway,Highgate,135
Bethnal Green,Mile End,124
Euston,Kings Cross St. Pancras,204
Finchley Road,Swiss Cottage,55
Harrow-on-the-Hill,North Harrow,185
Lambeth North,Waterloo,148
Finchley Central,West Finchley,135
Kennington,Waterloo,239
Chancery Lane,St. Pauls,13
Lancaster Gate,Queensway,26
Harlesden,Willesden Junction,196
Aldgate East,Liverpool Street,334
Hatton Cross,Hounslow West,268
Goodge Street,Warren Street,15
Acton Town,Ealing Common,76
East Finchley,Highgate,77
Barking,East Ham,1233
Leytonstone,Snaresbrook,169
Bayswater,Notting Hill Gate,45
Clapham North,Stockwell,244
Greenford,Perivale,241
Snaresbrook,South Woodford,60
Acton Town,Chiswick Park,89
Sloane Square,South Kensington,55
Dagenham East,Elm Park,198
Hyde Park Corner,Knightsbridge,21
Monument,London Bridge,409
Gants Hill,Newbury Park,375
Becontree,Upney,219
Liverpool Street,Moorgate,447
Hillingdon,Ickenham,53
St. Jamess Park,Victoria,138
Finchley Road,West Hampstead,98
Leytonstone,Wanstead,164
Latimer Road,Wood Lane,50
Bond Street,Oxford Circus,61
Greenford,Northolt,397
Caledonian Road,Kings Cross St. Pancras,145
Canning Town,West Ham,645
Pimlico,Vauxhall,132
Acton Town,Turnham Green,184
Sloane Square,Victoria,177
Fulham Broadway,Parsons Green,57
Elm Park,Hornchurch,133
East Putney,Southfields,143
Dollis Hill,Willesden Green,180
Embankment,Temple,30
Parsons Green,Putney Bridge,75
Gloucester Road,South Kensington,58
Goldhawk Road,Shepherds Bush Market,80
North Wembley,South Kenton,151
Sudbury Hill,Sudbury Town,128
Kilburn Park,Queens Park,84
Hillingdon,Uxbridge,173
Buckhurst Hill,Loughton,67
Bond Street,Marble Arch,38
Barbican,Farringdon,66
Archway,Tufnell Park,120
Maida Vale,Warwick Avenue,42
Clapham Common,Clapham North,184
Euston Square,Kings Cross St. Pancras,106
Canada Water,Canary Wharf,363
West Finchley,Woodside Park,70
North Harrow,Pinner,69
Burnt Oak,Edgware,347
Bethnal Green,Liverpool Street,247
Chiswick Park,Turnham Green,75
Holland Park,Notting Hill Gate,38
Baker Street,Great Portland Street,28
North Acton,West Acton,82
Harlesden,Stonebridge Park,168
Roding Valley,Woodford,96
Croxley,Moor Park,19
Eastcote,Rayners Lane,91
Canary Wharf,North Greenwich,532
Green Park,Piccadilly Circus,44
Hornchurch,Upminster Bridge,86
Camden Town,Kentish Town,49
Morden,South Wimbledon,572
Kenton,South Kenton,186
Baker Street,Regents Park,16
Earls Court,West Brompton,153
Monument,Waterloo,259
Northwick Park,Preston Road,105
Highbury and Islington,Kings Cross St. Pancras,157
Bow Road,Mile End,118
Barons Court,Earls Court,165
Embankment,Westminster,53
Baker Street,Marylebone,46
Euston,Warren Street,75
Colliers Wood,Tooting Broadway,445
Chorleywood,Rickmansworth,29
Shepherds Bush Market,Wood Lane,104
Acton Town,South Ealing,106
Camden Town,Euston,180
Hanger Lane,Perivale,129
Ealing Broadway,Ealing Common,209
North Ealing,Park Royal,18
Kingsbury,Wembley Park,294
Earls Court,Kensington (Olympia),67
Blackfriars,Temple,46
Pimlico,Victoria,176
Stamford Brook,Turnham Green,80
Croxley,Watford,42
Brent Cross,Golders Green,153
Aldgate,Tower Hill,67
Monument,Liverpool Street,446
Oxford Circus,Piccadilly Circus,69
Mile End,Stepney Green,94
Baker Street,St. Johns Wood,41
Aldgate East,Tower Hill,95
Dollis Hill,Neasden,134
Stonebridge Park,Wembley Central,251
Leicester Square,Tottenham Court Road,112
Leyton,Stratford,631
Earls Court,High Street Kensington,147
Alperton,Sudbury Town,117
Plaistow,Upton Park,345
Barbican,Moorgate,114
Notting Hill Gate,Queensway,43
Heathrow Terminal 5,Heathrow Terminals 1 2 3,204
Belsize Park,Hampstead,41
Source Station,Target Station,Weight
Chancery Lane,Holborn,40
Arsenal,Holloway Road,43
Aldgate East,Liverpool Street,356
Leyton,Leytonstone,436
Clapham North,Stockwell,263
Kingsbury,Wembley Park,288
West Finchley,Woodside Park,69
Moorgate,Old Street,166
Goldhawk Road,Shepherds Bush Market,78
Turnpike Lane,Wood Green,594
Ealing Broadway,Ealing Common,220
Moor Park,Rickmansworth,25
Hornchurch,Upminster Bridge,82
Notting Hill Gate,Queensway,44
Sudbury Hill,Sudbury Town,106
Goodge Street,Warren Street,21
Burnt Oak,Colindale,595
Canons Park,Stanmore,176
Blackhorse Road,Walthamstow Central,1305
Mile End,Stratford,956
Oxford Circus,Piccadilly Circus,75
Paddington,Royal Oak,209
Colindale,Hendon Central,389
Monument,London Bridge,359
Bow Road,Bromley-by-Bow,71
Burnt Oak,Edgware,366
North Wembley,Wembley Central,253
Baker Street,Regents Park,21
Aldgate,Liverpool Street,283
Amersham,Chalfont and Latimer,51
East Putney,Southfields,141
Bond Street,Oxford Circus,58
Holland Park,Notting Hill Gate,29
Hounslow Central,Hounslow West,212
Ladbroke Grove,Westbourne Park,46
St. Jamess Park,Victoria,175
Kilburn,West Hampstead,146
Oxford Circus,Warren Street,42
Monument,St. Pauls,47
Fairlop,Hainault,230
North Ealing,Park Royal,19
Hatton Cross,Heathrow Terminal 4,185
Becontree,Upney,237
Bond Street,Marble Arch,38
Barking,Upney,839
Brent Cross,Golders Green,119
Acton Town,South Ealing,92
Charing Cross,Embankment,92
Leicester Square,Piccadilly Circus,85
Green Park,Oxford Circus,92
Ealing Broadway,West Acton,213
Tooting Bec,Tooting Broadway,351
Leytonstone,Wanstead,184
Chigwell,Grange Hill,36
Euston,Kings Cross St. Pancras,253
Upminster,Upminster Bridge,175
Chancery Lane,St. Pauls,17
Gloucester Road,South Kensington,34
Heathrow Terminal 4,Heathrow Terminals 1 2 3,208
Hanger Lane,Perivale,134
Gunnersbury,Turnham Green,95
High Street Kensington,Notting Hill Gate,60
Monument,Moorgate,221
Holland Park,Shepherds Bush,97
North Harrow,Pinner,32
Clapham Common,Clapham South,220
Maida Vale,Warwick Avenue,30
Finsbury Park,Highbury and Islington,197
Kilburn Park,Queens Park,111
Aldgate East,Whitechapel,110
St. Johns Wood,Swiss Cottage,31
Hillingdon,Uxbridge,156
Totteridge and Whetstone,Woodside Park,132
Greenford,Northolt,397
Oxford Circus,Tottenham Court Road,99
Barkingside,Newbury Park,232
Shepherds Bush,White City,142
Barbican,Farringdon,56
Becontree,Dagenham Heathway,359
Cockfosters,Oakwood,112
Gloucester Road,High Street Kensington,52
Camden Town,Mornington Crescent,43
Fulham Broadway,West Brompton,69
North Acton,West Acton,65
Earls Court,Kensington (Olympia),63
Harrow-on-the-Hill,West Harrow,146
Oval,Stockwell,207
Harrow and Wealdstone,Kenton,374
Kew Gardens,Richmond,176
Hyde Park Corner,Knightsbridge,24
Finsbury Park,Seven Sisters,725
Ickenham,Ruislip,37
Elephant and Castle,Kennington,172
Oakwood,Southgate,227
Clapham Common,Clapham North,186
Aldgate East,Tower Hill,92
Knightsbridge,South Kensington,70
Highbury and Islington,Kings Cross St. Pancras,156
Wimbledon,Wimbledon Park,539
Seven Sisters,Tottenham Hale,757
Harrow-on-the-Hill,North Harrow,190
Hounslow Central,Hounslow East,194
Acton Town,Turnham Green,157
Embankment,Waterloo,243
Latimer Road,Wood Lane,56
Chorleywood,Rickmansworth,25
Baker Street,St. Johns Wood,47
Canada Water,Canary Wharf,395
Greenford,Perivale,203
East Acton,North Acton,112
Chigwell,Roding Valley,47
Camden Town,Kentish Town,77
Farringdon,Kings Cross St. Pancras,221
Northwick Park,Preston Road,103
Blackfriars,Mansion House,54
Croxley,Moor Park,19
Roding Valley,Woodford,80
Colliers Wood,Tooting Broadway,461
Shepherds Bush Market,Wood Lane,118
Kensal Green,Willesden Junction,186
Kings Cross St. Pancras,Russell Square,111
Bromley-by-Bow,West Ham,174
Baker Street,Finchley Road,67
Stockwell,Vauxhall,358
Charing Cross,Leicester Square,109
Lancaster Gate,Marble Arch,36
Baker Street,Great Portland Street,28
Harlesden,Stonebridge Park,154
Gants Hill,Redbridge,287
East Putney,Putney Bridge,98
Earls Court,West Kensington,253
Bermondsey,London Bridge,298
East Finchley,Highgate,99
Canons Park,Queensbury,336
Pimlico,Vauxhall,162
Gants Hill,Newbury Park,387
Bayswater,Paddington,209
St. Jamess Park,Westminster,12
Sloane Square,Victoria,185
Bond Street,Green Park,53
Archway,Tufnell Park,126
Stamford Brook,Turnham Green,81
Monument,Tower Hill,124
Green Park,Victoria,317
Aldgate,Tower Hill,71
Bethnal Green,Mile End,139
Camden Town,Euston,193
Balham,Clapham South,205
Kenton,South Kenton,192
Caledonian Road,Holloway Road,57
Finsbury Park,Manor House,298
Baker Street,Marylebone,40
Covent Garden,Leicester Square,37
Edgware Road (Bakerloo),Paddington,183
Camden Town,Chalk Farm,58
Stratford,West Ham,1101
London Bridge,Southwark,211
Kennington,Nine Elms,45
Lambeth North,Waterloo,137
Angel,Old Street,56
Euston,Warren Street,88
South Harrow,Sudbury Hill,97
Kilburn,Willesden Green,177
Caledonian Road,Kings Cross St. Pancras,148
Earls Court,West Brompton,147
Balham,Tooting Bec,215
Morden,South Wimbledon,535
Embankment,Westminster,56
South Woodford,Woodford,142
Colliers Wood,South Wimbledon,318
Pimlico,Victoria,184
Covent Garden,Holborn,26
High Barnet,Totteridge and Whetstone,135
Finchley Road,West Hampstead,84
Earls Court,Gloucester Road,136
North Wembley,South Kenton,138
Croxley,Watford,52
Gunnersbury,Kew Gardens,57
Holborn,Russell Square,33
Earls Court,High Street Kensington,157
Battersea Power Station,Nine Elms,49
Kennington,Oval,116
Dollis Hill,Neasden,115
Northwood Hills,Pinner,55
Heathrow Terminal 5,Heathrow Terminals 1 2 3,202
Southwark,Waterloo,126
Paddington,Warwick Avenue,224
Acton Town,Chiswick Park,89
Harlesden,Willesden Junction,227
Edgware Road (Bakerloo),Marylebone,26
Debden,Theydon Bois,81
Hatton Cross,Hounslow West,269
Alperton,Park Royal,72
Rayners Lane,West Harrow,84
Waterloo,Westminster,194
Hanger Lane,North Acton,159
Ealing Common,North Ealing,25
Monument,Liverpool Street,442
Hatton Cross,Heathrow Terminals 1 2 3,345
Archway,Highgate,160
Bayswater,Notting Hill Gate,46
Arnos Grove,Bounds Green,265
Kilburn Park,Maida Vale,44
East Finchley,Finchley Central,177
Dagenham East,Elm Park,209
Elm Park,Hornchurch,136
Dollis Hill,Willesden Green,177
Liverpool Street,Moorgate,468
Canning Town,West Ham,607
Angel,Kings Cross St. Pancras,151
Bethnal Green,Liverpool Street,310
East Ham,Upton Park,853
Belsize Park,Chalk Farm,34
Euston Square,Great Portland Street,9
Eastcote,Ruislip Manor,47
Brent Cross,Hendon Central,208
East Acton,White City,71
Barkingside,Fairlop,97
Neasden,Wembley Park,225
Acton Town,Ealing Common,87
Leyton,Stratford,708
Blackhorse Road,Tottenham Hale,860
Leytonstone,Snaresbrook,183
Finchley Central,West Finchley,129
Royal Oak,Westbourne Park,29
Harrow-on-the-Hill,Northwick Park,180
Blackfriars,Temple,49
Kennington,Waterloo,243
Northfields,South Ealing,83
Belsize Park,Hampstead,42
Barking,East Ham,1225
Elephant and Castle,Lambeth North,73
Arnos Grove,Southgate,233
Ravenscourt Park,Stamford Brook,50
Golders Green,Hampstead,113
Kentish Town,Tufnell Park,49
Bow Road,Mile End,95
Green Park,Westminster,48
Finchley Road,Wembley Park,197
Goodge Street,Tottenham Court Road,45
Hounslow East,Osterley,143
Euston Square,Kings Cross St. Pancras,110
