Source Station,Target Station,Weight
Finsbury Park,Manor House,1005
Green Park,Hyde Park Corner,566
Embankment,Westminster,1053
Baker Street,Bond Street,1466
Colliers Wood,South Wimbledon,753
Kilburn Park,Maida Vale,217
Notting Hill Gate,Queensway,649
High Barnet,Totteridge and Whetstone,358
Elephant and Castle,Lambeth North,327
Turnpike Lane,Wood Green,646
Goldhawk Road,Shepherds Bush Market,335
Debden,Loughton,253
Finchley Central,Mill Hill East,326
Fulham Broadway,West Brompton,399
Chigwell,Grange Hill,16
Bow Road,Bromley-by-Bow,152
Aldgate,Liverpool Street,971
Baker Street,Great Portland Street,449
Kensal Green,Willesden Junction,304
Neasden,Wembley Park,434
Becontree,Upney,141
Camden Town,Euston,1836
Battersea Power Station,Nine Elms,1148
Bond Street,Oxford Circus,2311
Moor Park,Rickmansworth,112
Barbican,Moorgate,347
Bromley-by-Bow,West Ham,215
St. Jamess Park,Westminster,466
Moor Park,Northwood,134
Aldgate East,Whitechapel,616
Bayswater,Paddington,1005
Earls Court,West Kensington,803
Burnt Oak,Colindale,530
Leicester Square,Tottenham Court Road,2964
Grange Hill,Hainault,88
Dollis Hill,Neasden,179
Brent Cross,Hendon Central,343
Finchley Road,West Hampstead,426
Archway,Tufnell Park,398
Chalfont and Latimer,Chesham,130
Green Park,Westminster,1125
Ladbroke Grove,Westbourne Park,583
Caledonian Road,Kings Cross St. Pancras,1141
Croxley,Watford,105
Ickenham,Ruislip,102
Earls Court,High Street Kensington,1230
Finchley Central,West Finchley,335
Alperton,Park Royal,157
Gunnersbury,Kew Gardens,718
East Ham,Upton Park,570
Totteridge and Whetstone,Woodside Park,315
Kilburn Park,Queens Park,336
Bayswater,Notting Hill Gate,350
Hatton Cross,Heathrow Terminals 1 2 3,599
Harrow-on-the-Hill,West Harrow,240
Royal Oak,Westbourne Park,180
Barons Court,West Kensington,278
Chalfont and Latimer,Chorleywood,187
Rayners Lane,West Harrow,93
Monument,Cannon Street,328
Goodge Street,Warren Street,217
Harrow-on-the-Hill,North Harrow,300
Waterloo,Westminster,1939
Borough,Elephant and Castle,331
Holborn,Tottenham Court Road,2080
Monument,Liverpool Street,2346
Finchley Road,Wembley Park,613
Edgware Road (Bakerloo),Paddington,1120
High Street Kensington,Notting Hill Gate,715
Oxford Circus,Warren Street,1279
Earls Court,Kensington (Olympia),414
Cockfosters,Oakwood,231
Monument,Moorgate,961
Finsbury Park,Highbury and Islington,1012
Oakwood,Southgate,476
Brixton,Stockwell,1526
Eastcote,Ruislip Manor,117
Goodge Street,Tottenham Court Road,975
Brent Cross,Golders Green,373
Hatton Cross,Heathrow Terminal 4,201
North Acton,West Acton,193
Northwood Hills,Pinner,126
Aldgate,Tower Hill,521
Arnos Grove,Southgate,377
Baker Street,Marylebone,553
Blackhorse Road,Walthamstow Central,1330
South Harrow,Sudbury Hill,86
Balham,Tooting Bec,795
Arsenal,Holloway Road,197
Source Station,Target Station,Weight
Finchley Road,Wembley Park,677
Fairlop,Hainault,131
Oxford Circus,Regents Park,723
Oval,Stockwell,353
Acton Town,Turnham Green,496
Holborn,Tottenham Court Road,2111
London Bridge,Southwark,1292
Moorgate,Old Street,681
Harlesden,Willesden Junction,304
Harlesden,Stonebridge Park,172
Stratford,West Ham,2772
Kings Cross St. Pancras,Russell Square,1036
Embankment,Waterloo,2027
Harrow-on-the-Hill,North Harrow,256
Euston,Mornington Crescent,649
Acton Town,Chiswick Park,229
Kingsbury,Queensbury,178
Hatton Cross,Hounslow West,229
Camden Town,Euston,1803
East Putney,Southfields,648
Barkingside,Fairlop,84
Harrow and Wealdstone,Kenton,292
Bethnal Green,Liverpool Street,993
Euston,Warren Street,584
Oakwood,Southgate,436
Earls Court,Kensington (Olympia),433
Monument,Moorgate,987
Chalfont and Latimer,Chesham,128
Cannon Street,Mansion House,151
Covent Garden,Holborn,928
Burnt Oak,Edgware,468
Covent Garden,Leicester Square,1299
Elephant and Castle,Kennington,570
Moor Park,Rickmansworth,96
Dollis Hill,Neasden,173
Leytonstone,Snaresbrook,297
Clapham North,Stockwell,438
Stamford Brook,Turnham Green,297
East Finchley,Highgate,354
Oxford Circus,Piccadilly Circus,2374
Canning Town,North Greenwich,1657
Canary Wharf,North Greenwich,2987
Liverpool Street,Moorgate,1699
Barbican,Moorgate,345
Upminster,Upminster Bridge,296
Greenford,Perivale,214
Chigwell,Grange Hill,18
Ruislip,Ruislip Manor,123
Aldgate East,Whitechapel,600
Goldhawk Road,Shepherds Bush Market,315
Barons Court,West Kensington,305
East Ham,Upton Park,640
Stepney Green,Whitechapel,416
Charing Cross,Piccadilly Circus,1272
Finchley Road,West Hampstead,395
Colliers Wood,Tooting Broadway,1107
Caledonian Road,Holloway Road,207
Hyde Park Corner,Knightsbridge,661
Camden Town,Kentish Town,949
Gloucester Road,South Kensington,1409
North Wembley,Wembley Central,248
Arsenal,Holloway Road,203
Ickenham,Ruislip,115
Goodge Street,Tottenham Court Road,980
Redbridge,Wanstead,141
Paddington,Royal Oak,1221
Kingsbury,Wembley Park,440
Lancaster Gate,Marble Arch,553
Barking,Upney,550
South Harrow,Sudbury Hill,90
High Barnet,Totteridge and Whetstone,373
Moor Park,Northwood,121
Euston Square,Great Portland Street,146
Sloane Square,South Kensington,1298
Baker Street,Bond Street,1457
Holland Park,Notting Hill Gate,435
Heathrow Terminal 4,Heathrow Terminals 1 2 3,452
Buckhurst Hill,Loughton,204
Totteridge and Whetstone,Woodside Park,351
Heathrow Terminal 5,Heathrow Terminals 1 2 3,429
Elm Park,Hornchurch,128
Royal Oak,Westbourne Park,184
Parsons Green,Putney Bridge,720
Burnt Oak,Colindale,495
Kilburn Park,Queens Park,319
Croxley,Watford,101
Manor House,Turnpike Lane,438
Eastcote,Ruislip Manor,112
Dagenham East,Dagenham Heathway,199
Green Park,Hyde Park Corner,547
Neasden,Wembley Park,430
Battersea Power Station,Nine Elms,1139
Monument,Waterloo,1984
Northfields,South Ealing,153
Alperton,Sudbury Town,147
Canons Park,Stanmore,356
Gunnersbury,Turnham Green,444
Finsbury Park,Seven Sisters,1142
Bow Road,Mile End,330
East Acton,North Acton,239
Fulham Broadway,Parsons Green,537
Plaistow,Upton Park,333
Morden,South Wimbledon,960
Notting Hill Gate,Queensway,732
Chancery Lane,St. Pauls,246
Hornchurch,Upminster Bridge,130
Green Park,Oxford Circus,2665
Latimer Road,Wood Lane,496
Hanger Lane,Perivale,166
Kennington,Oval,214
Finsbury Park,Manor House,968
Bermondsey,Canada Water,622
Waterloo,Westminster,2010
Boston Manor,Osterley,152
Leyton,Stratford,1646
Balham,Clapham South,713
Hatton Cross,Heathrow Terminals 1 2 3,588
Gants Hill,Newbury Park,272
Monument,St. Pauls,542
Baker Street,Great Portland Street,430
Earls Court,West Kensington,747
Kilburn,West Hampstead,484
Rayners Lane,South Harrow,131
Blackfriars,Temple,392
Kennington,Nine Elms,279
Borough,Elephant and Castle,368
Angel,Old Street,492
Maida Vale,Warwick Avenue,189
Oxford Circus,Warren Street,1239
Earls Court,High Street Kensington,1166
Colindale,Hendon Central,502
Lambeth North,Waterloo,994
Kew Gardens,Richmond,1796
Bayswater,Notting Hill Gate,399
Canada Water,Canary Wharf,1811
Golders Green,Hampstead,439
Southfields,Wimbledon Park,492
Clapham Common,Clapham North,468
Aldgate East,Tower Hill,891
Sudbury Hill,Sudbury Town,87
Hounslow Central,Hounslow East,228
Edgware Road (Bakerloo),Marylebone,210
Hillingdon,Ickenham,139
Euston,Kings Cross St. Pancras,1907
Eastcote,Rayners Lane,133
Epping,Theydon Bois,334
Preston Road,Wembley Park,357
Chalfont and Latimer,Chorleywood,178
Baker Street,Regents Park,308
Belsize Park,Hampstead,395
Kilburn,Willesden Green,420
Monument,Liverpool Street,2372
Aldgate,Liverpool Street,1021
Baker Street,Marylebone,581
East Putney,Putney Bridge,751
Knightsbridge,South Kensington,1757
Northwood,Northwood Hills,114
Kilburn Park,Maida Vale,241
Alperton,Park Royal,168
Mile End,Stratford,2589
Leyton,Leytonstone,608
Plaistow,West Ham,208
Bounds Green,Wood Green,597
Mile End,Stepney Green,346
Arnos Grove,Bounds Green,353
Northwood Hills,Pinner,134
Seven Sisters,Tottenham Hale,887
Euston Square,Kings Cross St. Pancras,1034
Fulham Broadway,West Brompton,386
South Woodford,Woodford,276
Leicester Square,Piccadilly Circus,2318
Acton Town,South Ealing,201
Borough,London Bridge,1311
Baker Street,St. Johns Wood,567
Archway,Highgate,510
Monument,Tower Hill,1164
Wimbledon,Wimbledon Park,2066
Hounslow East,Osterley,185
Bromley-by-Bow,West Ham,192
East Acton,White City,366
Gloucester Road,High Street Kensington,648
Brent Cross,Hendon Central,345
Ealing Broadway,West Acton,447
Pimlico,Victoria,1110
Barkingside,Newbury Park,176
Canons Park,Queensbury,258
Embankment,Temple,516
Chiswick Park,Turnham Green,280
Buckhurst Hill,Woodford,222
Tooting Bec,Tooting Broadway,975
Harrow-on-the-Hill,West Harrow,214
West Finchley,Woodside Park,170
Green Park,Piccadilly Circus,1570
Brent Cross,Golders Green,342
Bond Street,Oxford Circus,2492
Stonebridge Park,Wembley Central,319
Colliers Wood,South Wimbledon,733
Blackfriars,Mansion House,428
Balham,Tooting Bec,812
Green Park,Westminster,1203
Ravenscourt Park,Stamford Brook,191
North Ealing,Park Royal,88
Roding Valley,Woodford,149
Camden Town,Mornington Crescent,962
Holborn,Russell Square,429
Bow Road,Bromley-by-Bow,166
Caledonian Road,Kings Cross St. Pancras,1221
Kensal Green,Queens Park,302
Monument,London Bridge,2776
Amersham,Chalfont and Latimer,202
Baker Street,Finchley Road,729
Kennington,Waterloo,1690
North Harrow,Pinner,126
Ladbroke Grove,Westbourne Park,509
Leytonstone,Wanstead,273
Monument,Cannon Street,345
Northwick Park,Preston Road,99
Dagenham East,Elm Park,147
Finchley Central,Mill Hill East,289
Angel,Kings Cross St. Pancras,1474
High Street Kensington,Notting Hill Gate,719
Leicester Square,Tottenham Court Road,2984
Edgware Road (Bakerloo),Paddington,1079
Lancaster Gate,Queensway,408
Charing Cross,Embankment,791
St. Jamess Park,Victoria,936
Green Park,Victoria,2027
Brixton,Stockwell,1520
Embankment,Westminster,1079
Hillingdon,Uxbridge,505
Turnpike Lane,Wood Green,631
Greenford,Northolt,309
Debden,Theydon Bois,202
Ladbroke Grove,Latimer Road,548
Boston Manor,Northfields,160
Barking,East Ham,776
Southwark,Waterloo,954
Chorleywood,Rickmansworth,150
Farringdon,Kings Cross St. Pancras,1345
Blackhorse Road,Walthamstow Central,1363
Arnos Grove,Southgate,360
Finchley Road,Swiss Cottage,280
Sloane Square,Victoria,1382
Elephant and Castle,Lambeth North,327
Arsenal,Finsbury Park,753
Ealing Common,North Ealing,51
Rayners Lane,West Harrow,93
Chancery Lane,Holborn,386
East Finchley,Finchley Central,549
Holland Park,Shepherds Bush,812
Kensal Green,Willesden Junction,306
Goodge Street,Warren Street,223
Grange Hill,Hainault,93
Blackhorse Road,Tottenham Hale,1317
Bayswater,Paddington,969
Finsbury Park,Highbury and Islington,987
Aldgate East,Liverpool Street,1664
Clapham Common,Clapham South,566
St. Jamess Park,Westminster,506
Ruislip Gardens,West Ruislip,155
Gunnersbury,Kew Gardens,697
Barons Court,Earls Court,864
Earls Court,Gloucester Road,1165
Hounslow Central,Hounslow West,191
Ruislip Gardens,South Ruislip,155
Belsize Park,Chalk Farm,406
Becontree,Upney,125
Paddington,Warwick Avenue,1203
Earls Court,West Brompton,686
Chigwell,Roding Valley,11
Barbican,Farringdon,261
Hatton Cross,Heathrow Terminal 4,239
Archway,Tufnell Park,423
St. Johns Wood,Swiss Cottage,218
Finchley Central,West Finchley,330
Aldgate,Tower Hill,505
Highbury and Islington,Kings Cross St. Pancras,1328
Kentish Town,Tufnell Park,346
Charing Cross,Leicester Square,1730
Northolt,South Ruislip,286
Camden Town,Chalk Farm,962
Cockfosters,Oakwood,253
Croxley,Moor Park,65
Snaresbrook,South Woodford,171
Stockwell,Vauxhall,1396
Shepherds Bush Market,Wood Lane,696
Debden,Loughton,229
Bond Street,Marble Arch,886
Shepherds Bush,White City,1198
Bethnal Green,Mile End,545
Ealing Broadway,Ealing Common,561
Gants Hill,Redbridge,196
Pimlico,Vauxhall,700
Canning Town,West Ham,612
North Wembley,South Kenton,89
Acton Town,Ealing Common,178
Bermondsey,London Bridge,1750
North Acton,West Acton,169
Becontree,Dagenham Heathway,241
Kenton,South Kenton,144
Bond Street,Green Park,1518
Hanger Lane,North Acton,253
Dollis Hill,Willesden Green,292
Oxford Circus,Tottenham Court Road,3202
Harrow-on-the-Hill,Northwick Park,318
Source Station,Target Station,Weight
Waterloo,Westminster,1892
Brixton,Stockwell,1581
Kilburn,Willesden Green,469
Brent Cross,Golders Green,344
Ruislip,Ruislip Manor,112
East Finchley,Highgate,351
Bermondsey,Canada Water,626
Highbury and Islington,Kings Cross St. Pancras,1413
Gants Hill,Redbridge,196
Ladbroke Grove,Westbourne Park,541
Earls Court,West Kensington,708
Bermondsey,London Bridge,1700
Buckhurst Hill,Woodford,253
Bromley-by-Bow,West Ham,207
High Street Kensington,Notting Hill Gate,752
Finchley Central,Mill Hill East,302
Monument,Liverpool Street,2386
East Ham,Upton Park,582
Notting Hill Gate,Queensway,688
Burnt Oak,Colindale,558
Upminster,Upminster Bridge,312
Charing Cross,Embankment,811
Ruislip Gardens,South Ruislip,158
East Finchley,Finchley Central,595
Moorgate,Old Street,663
Stockwell,Vauxhall,1393
Fulham Broadway,Parsons Green,569
Hillingdon,Ickenham,105
Sloane Square,South Kensington,1376
Paddington,Royal Oak,1257
Ruislip Gardens,West Ruislip,161
Holland Park,Shepherds Bush,737
Dollis Hill,Willesden Green,325
Southfields,Wimbledon Park,522
Embankment,Waterloo,1941
Chigwell,Grange Hill,14
Stratford,West Ham,2711
Leyton,Stratford,1652
Aldgate East,Whitechapel,620
Archway,Tufnell Park,416
Edgware Road (Bakerloo),Paddington,1095
Maida Vale,Warwick Avenue,196
Acton Town,Ealing Common,216
Clapham Common,Clapham North,430
Hyde Park Corner,Knightsbridge,651
Charing Cross,Leicester Square,1644
Bounds Green,Wood Green,565
Knightsbridge,South Kensington,1753
Leytonstone,Wanstead,269
Borough,London Bridge,1384
Hounslow East,Osterley,201
Canning Town,West Ham,612
Balham,Clapham South,681
Cannon Street,Mansion House,184
Ealing Broadway,West Acton,400
Canons Park,Stanmore,323
Finchley Road,Swiss Cottage,285
Epping,Theydon Bois,321
Holborn,Tottenham Court Road,2182
Moor Park,Rickmansworth,117
Finchley Central,West Finchley,319
Fairlop,Hainault,102
Barbican,Farringdon,285
Roding Valley,Woodford,131
Kilburn Park,Maida Vale,210
Camden Town,Mornington Crescent,899
Debden,Loughton,261
Blackhorse Road,Tottenham Hale,1279
South Woodford,Woodford,269
Euston,Mornington Crescent,686
Caledonian Road,Kings Cross St. Pancras,1116
Liverpool Street,Moorgate,1695
Barons Court,West Kensington,305
Cockfosters,Oakwood,266
Northwood Hills,Pinner,149
Hatton Cross,Hounslow West,225
Canada Water,Canary Wharf,1806
Plaistow,West Ham,213
Oakwood,Southgate,387
Monument,Moorgate,969
Manor House,Turnpike Lane,412
Dollis Hill,Neasden,157
Colliers Wood,Tooting Broadway,1034
St. Johns Wood,Swiss Cottage,238
Earls Court,High Street Kensington,1202
Kennington,Waterloo,1726
Croxley,Moor Park,74
North Acton,West Acton,178
Kings Cross St. Pancras,Russell Square,954
Rayners Lane,South Harrow,134
Buckhurst Hill,Loughton,221
Royal Oak,Westbourne Park,150
Sloane Square,Victoria,1360
Harrow-on-the-Hill,North Harrow,261
Bow Road,Mile End,343
Leyton,Leytonstone,567
Aldgate,Tower Hill,512
Kensal Green,Queens Park,280
Brent Cross,Hendon Central,313
Shepherds Bush Market,Wood Lane,780
Caledonian Road,Holloway Road,238
South Harrow,Sudbury Hill,91
Mile End,Stratford,2777
Hillingdon,Uxbridge,551
Barking,Upney,559
Eastcote,Ruislip Manor,106
Lancaster Gate,Marble Arch,493
Hatton Cross,Heathrow Terminal 4,236
Aldgate,Liverpool Street,956
Turnpike Lane,Wood Green,673
Finchley Road,Wembley Park,685
Stonebridge Park,Wembley Central,288
Baker Street,Bond Street,1458
Greenford,Perivale,194
Camden Town,Kentish Town,1010
Green Park,Oxford Circus,2639
Balham,Tooting Bec,824
East Acton,North Acton,243
Grange Hill,Hainault,92
Alperton,Sudbury Town,125
Kew Gardens,Richmond,1823
Oxford Circus,Warren Street,1246
Barkingside,Fairlop,77
Green Park,Victoria,2075
Acton Town,South Ealing,219
Northfields,South Ealing,170
Covent Garden,Leicester Square,1304
Covent Garden,Holborn,924
Northwood,Northwood Hills,105
St. Jamess Park,Victoria,943
Baker Street,Marylebone,579
Bond Street,Green Park,1530
Clapham Common,Clapham South,672
Gunnersbury,Turnham Green,440
Hounslow Central,Hounslow East,206
Embankment,Westminster,1085
Becontree,Dagenham Heathway,188
Kennington,Nine Elms,281
Angel,Old Street,536
Paddington,Warwick Avenue,1246
Borough,Elephant and Castle,348
Harlesden,Stonebridge Park,156
Burnt Oak,Edgware,457
Belsize Park,Hampstead,404
Morden,South Wimbledon,955
Goodge Street,Warren Street,212
Baker Street,Finchley Road,682
Holborn,Russell Square,492
Monument,St. Pauls,579
Elm Park,Hornchurch,155
Chigwell,Roding Valley,15
Blackfriars,Mansion House,403
Pimlico,Vauxhall,691
Baker Street,Great Portland Street,390
Bow Road,Bromley-by-Bow,166
Euston,Warren Street,612
Bond Street,Oxford Circus,2356
Finsbury Park,Manor House,972
Leicester Square,Tottenham Court Road,2843
Eastcote,Rayners Lane,150
Golders Green,Hampstead,478
Bayswater,Notting Hill Gate,389
East Putney,Putney Bridge,718
Hounslow Central,Hounslow West,151
Arnos Grove,Southgate,424
Harrow-on-the-Hill,Northwick Park,338
Edgware Road (Bakerloo),Marylebone,189
Oxford Circus,Piccadilly Circus,2310
Camden Town,Euston,1868
East Putney,Southfields,586
Arsenal,Holloway Road,196
Baker Street,Regents Park,321
Oxford Circus,Regents Park,666
Monument,Waterloo,1964
Hatton Cross,Heathrow Terminals 1 2 3,615
Blackfriars,Temple,418
Barkingside,Newbury Park,176
Becontree,Upney,149
Finchley Road,West Hampstead,410
Lambeth North,Waterloo,1011
Finsbury Park,Highbury and Islington,1016
Barking,East Ham,735
Kingsbury,Queensbury,157
Elephant and Castle,Kennington,578
Bond Street,Marble Arch,962
Alperton,Park Royal,157
Oxford Circus,Tottenham Court Road,3230
Neasden,Wembley Park,483
Latimer Road,Wood Lane,467
Snaresbrook,South Woodford,155
Southwark,Waterloo,962
Leytonstone,Snaresbrook,245
Euston Square,Great Portland Street,200
North Ealing,Park Royal,75
Northwick Park,Preston Road,96
Baker Street,St. Johns Wood,574
Charing Cross,Piccadilly Circus,1250
Moor Park,Northwood,116
Oval,Stockwell,352
Euston Square,Kings Cross St. Pancras,1069
Colindale,Hendon Central,530
Hornchurch,Upminster Bridge,106
Bayswater,Paddington,959
Kenton,South Kenton,171
Green Park,Hyde Park Corner,552
Lancaster Gate,Queensway,435
Totteridge and Whetstone,Woodside Park,325
Ladbroke Grove,Latimer Road,557
Gloucester Road,South Kensington,1428
Harrow-on-the-Hill,West Harrow,195
Earls Court,West Brompton,760
Goodge Street,Tottenham Court Road,1033
Preston Road,Wembley Park,388
Hanger Lane,Perivale,188
Bethnal Green,Mile End,496
Kennington,Oval,204
Canons Park,Queensbury,247
Archway,Highgate,519
Earls Court,Kensington (Olympia),428
Monument,Cannon Street,353
Dagenham East,Elm Park,162
Kingsbury,Wembley Park,482
Heathrow Terminal 4,Heathrow Terminals 1 2 3,453
Arsenal,Finsbury Park,789
Kilburn,West Hampstead,408
Debden,Theydon Bois,174
Mile End,Stepney Green,344
Heathrow Terminal 5,Heathrow Terminals 1 2 3,408
Acton Town,Turnham Green,427
Seven Sisters,Tottenham Hale,777
Gants Hill,Newbury Park,281
Chorleywood,Rickmansworth,136
Canning Town,North Greenwich,1779
Harrow and Wealdstone,Kenton,287
North Harrow,Pinner,124
Chancery Lane,Holborn,459
Acton Town,Chiswick Park,227
Redbridge,Wanstead,139
Green Park,Westminster,1268
West Finchley,Woodside Park,208
Barons Court,Earls Court,831
Goldhawk Road,Shepherds Bush Market,322
Ealing Common,North Ealing,62
North Wembley,Wembley Central,289
Kensal Green,Willesden Junction,342
Sudbury Hill,Sudbury Town,79
Colliers Wood,South Wimbledon,697
Kilburn Park,Queens Park,323
Chiswick Park,Turnham Green,231
Farringdon,Kings Cross St. Pancras,1419
Chalfont and Latimer,Chesham,108
Earls Court,Gloucester Road,1201
Canary Wharf,North Greenwich,2946
Chancery Lane,St. Pauls,250
Rayners Lane,West Harrow,69
Harlesden,Willesden Junction,318
Northolt,South Ruislip,301
Embankment,Temple,484
Arnos Grove,Bounds Green,348
Monument,Tower Hill,1117
Boston Manor,Northfields,180
Fulham Broadway,West Brompton,454
Ickenham,Ruislip,130
Chalfont and Latimer,Chorleywood,164
Greenford,Northolt,293
Boston Manor,Osterley,139
Amersham,Chalfont and Latimer,205
Euston,Kings Cross St. Pancras,1876
Clapham North,Stockwell,452
Croxley,Watford,130
London Bridge,Southwark,1368
Belsize Park,Chalk Farm,404
Ealing Broadway,Ealing Common,562
Ravenscourt Park,Stamford Brook,186
Holland Park,Notting Hill Gate,492
Parsons Green,Putney Bridge,711
St. Jamess Park,Westminster,482
Aldgate East,Tower Hill,886
Green Park,Piccadilly Circus,1577
Monument,London Bridge,2726
Tooting Bec,Tooting Broadway,1043
Aldgate East,Liverpool Street,1644
Wimbledon,Wimbledon Park,2220
Barbican,Moorgate,396
Plaistow,Upton Park,332
Shepherds Bush,White City,1132
Camden Town,Chalk Farm,976
Kentish Town,Tufnell Park,337
Stepney Green,Whitechapel,438
Bethnal Green,Liverpool Street,978
Gunnersbury,Kew Gardens,701
Battersea Power Station,Nine Elms,1232
Blackhorse Road,Walthamstow Central,1366
North Wembley,South Kenton,99
Stamford Brook,Turnham Green,292
Hanger Lane,North Acton,254
High Barnet,Totteridge and Whetstone,368
Finsbury Park,Seven Sisters,1181
Dagenham East,Dagenham Heathway,199
Gloucester Road,High Street Kensington,664
East Acton,White City,410
Elephant and Castle,Lambeth North,325
Leicester Square,Piccadilly Circus,2284
Angel,Kings Cross St. Pancras,1421
Pimlico,Victoria,1060
Source Station,Target Station,Weight
Aldgate,Liverpool Street,1011
Hounslow East,Osterley,180
Harrow and Wealdstone,Kenton,301
Chorleywood,Rickmansworth,116
Chiswick Park,Turnham Green,236
Harrow-on-the-Hill,Northwick Park,289
Tooting Bec,Tooting Broadway,1037
Earls Court,Kensington (Olympia),371
Oakwood,Southgate,417
Oxford Circus,Warren Street,1278
Baker Street,St. Johns Wood,513
Gunnersbury,Turnham Green,418
Covent Garden,Holborn,906
Arsenal,Holloway Road,181
Gloucester Road,High Street Kensington,662
Covent Garden,Leicester Square,1232
Hanger Lane,North Acton,258
Finchley Road,Swiss Cottage,269
East Finchley,Finchley Central,565
Moorgate,Old Street,620
Goodge Street,Tottenham Court Road,1002
Hillingdon,Uxbridge,524
Charing Cross,Embankment,874
Clapham Common,Clapham South,566
Eastcote,Ruislip Manor,114
Archway,Tufnell Park,382
Ruislip,Ruislip Manor,109
Ealing Common,North Ealing,65
Belsize Park,Hampstead,387
Bayswater,Notting Hill Gate,415
Ravenscourt Park,Stamford Brook,202
Elephant and Castle,Kennington,534
South Harrow,Sudbury Hill,77
Monument,Liverpool Street,2382
Kilburn Park,Queens Park,309
Stamford Brook,Turnham Green,320
High Street Kensington,Notting Hill Gate,799
Goldhawk Road,Shepherds Bush Market,327
Monument,Moorgate,994
Canons Park,Queensbury,248
Leytonstone,Snaresbrook,197
Caledonian Road,Holloway Road,222
Canons Park,Stanmore,331
North Wembley,South Kenton,106
Baker Street,Regents Park,336
Southfields,Wimbledon Park,525
Rayners Lane,West Harrow,88
Preston Road,Wembley Park,409
Bow Road,Mile End,343
Chigwell,Roding Valley,14
Buckhurst Hill,Woodford,227
Aldgate,Tower Hill,493
Baker Street,Great Portland Street,450
Fairlop,Hainault,123
Ealing Broadway,West Acton,418
Brixton,Stockwell,1496
East Putney,Southfields,631
Clapham Common,Clapham North,464
Edgware Road (Bakerloo),Marylebone,230
Cannon Street,Mansion House,149
Becontree,Dagenham Heathway,179
St. Jamess Park,Victoria,977
Amersham,Chalfont and Latimer,203
Euston,Mornington Crescent,686
Acton Town,South Ealing,240
Bond Street,Green Park,1549
Southwark,Waterloo,992
Kingsbury,Wembley Park,498
Embankment,Temple,515
Green Park,Hyde Park Corner,532
Stonebridge Park,Wembley Central,318
South Woodford,Woodford,278
Leyton,Stratford,1578
Northolt,South Ruislip,275
Moor Park,Northwood,110
Chancery Lane,Holborn,432
Harrow-on-the-Hill,North Harrow,337
Embankment,Waterloo,1948
Holland Park,Notting Hill Gate,521
East Acton,North Acton,208
Lambeth North,Waterloo,974
Aldgate East,Liverpool Street,1609
Farringdon,Kings Cross St. Pancras,1346
Liverpool Street,Moorgate,1629
Hornchurch,Upminster Bridge,116
Rayners Lane,South Harrow,132
Hounslow Central,Hounslow East,201
Mile End,Stepney Green,385
Charing Cross,Piccadilly Circus,1274
Ruislip Gardens,South Ruislip,138
Kings Cross St. Pancras,Russell Square,962
Barkingside,Fairlop,99
Sloane Square,South Kensington,1349
Stepney Green,Whitechapel,406
Leyton,Leytonstone,541
Kennington,Waterloo,1548
Baker Street,Finchley Road,766
Finsbury Park,Seven Sisters,1170
Holborn,Tottenham Court Road,2005
Canada Water,Canary Wharf,1812
Angel,Old Street,502
Camden Town,Chalk Farm,980
Charing Cross,Leicester Square,1652
Bromley-by-Bow,West Ham,221
East Ham,Upton Park,572
Waterloo,Westminster,1945
Green Park,Piccadilly Circus,1499
Becontree,Upney,125
Ladbroke Grove,Westbourne Park,560
Kennington,Oval,244
Bow Road,Bromley-by-Bow,151
Balham,Clapham South,755
Pimlico,Victoria,1093
Sloane Square,Victoria,1333
Mile End,Stratford,2641
Ealing Broadway,Ealing Common,559
Northwick Park,Preston Road,98
Morden,South Wimbledon,938
Manor House,Turnpike Lane,454
Leicester Square,Tottenham Court Road,2986
Bond Street,Marble Arch,918
Shepherds Bush,White City,1099
Euston Square,Kings Cross St. Pancras,1016
Kilburn Park,Maida Vale,271
London Bridge,Southwark,1332
North Ealing,Park Royal,76
North Wembley,Wembley Central,335
Eastcote,Rayners Lane,150
Barons Court,Earls Court,823
Camden Town,Mornington Crescent,953
Finsbury Park,Manor House,1042
Green Park,Victoria,2005
Totteridge and Whetstone,Woodside Park,284
Ladbroke Grove,Latimer Road,574
High Barnet,Totteridge and Whetstone,371
Oxford Circus,Regents Park,650
Arnos Grove,Southgate,377
Chalfont and Latimer,Chorleywood,215
Croxley,Moor Park,73
Earls Court,West Brompton,705
Canary Wharf,North Greenwich,2987
Earls Court,High Street Kensington,1187
Hillingdon,Ickenham,116
Barkingside,Newbury Park,182
Belsize Park,Chalk Farm,388
Finchley Road,Wembley Park,615
Highbury and Islington,Kings Cross St. Pancras,1383
Barbican,Farringdon,291
Battersea Power Station,Nine Elms,1184
Aldgate East,Tower Hill,833
Burnt Oak,Edgware,468
Arnos Grove,Bounds Green,339
Holland Park,Shepherds Bush,804
Colliers Wood,Tooting Broadway,1083
Caledonian Road,Kings Cross St. Pancras,1053
Blackhorse Road,Walthamstow Central,1322
Elm Park,Hornchurch,145
Chalfont and Latimer,Chesham,114
Euston,Warren Street,529
East Finchley,Highgate,412
North Acton,West Acton,158
Snaresbrook,South Woodford,168
Green Park,Oxford Circus,2564
Earls Court,West Kensington,741
Barons Court,West Kensington,304
Blackhorse Road,Tottenham Hale,1204
Barbican,Moorgate,366
Dollis Hill,Willesden Green,325
Embankment,Westminster,1095
