St. Jamess Park,Victoria,549
Ealing Common,North Ealing,71
Euston Square,Kings Cross St. Pancras,914
East Finchley,Finchley Central,538
East Ham,Upton Park,642
Shepherds Bush,White City,448
Plaistow,West Ham,251
Bethnal Green,Liverpool Street,706
Golders Green,Hampstead,328
Northwood,Northwood Hills,103
Heathrow Terminal 5,Heathrow Terminals 1 2 3,588
Monument,Waterloo,940
Northwood Hills,Pinner,108
Bayswater,Notting Hill Gate,247
Barkingside,Fairlop,76
Elephant and Castle,Kennington,370
Oxford Circus,Regents Park,63
Barking,Upney,689
Gloucester Road,High Street Kensington,349
Canons Park,Stanmore,394
Embankment,Waterloo,776
Earls Court,High Street Kensington,733
Holborn,Russell Square,255
Latimer Road,Wood Lane,179
Ladbroke Grove,Latimer Road,196
Stockwell,Vauxhall,1006
Lancaster Gate,Marble Arch,202
Moorgate,Old Street,348
Hillingdon,Uxbridge,473
Bow Road,Mile End,348
Harrow-on-the-Hill,West Harrow,187
Moor Park,Northwood,97
Green Park,Oxford Circus,248
Chalfont and Latimer,Chorleywood,192
Kings Cross St. Pancras,Russell Square,910
Source Station,Target Station,Weight
Hounslow Central,Hounslow West,271
Burnt Oak,Edgware,463
Mile End,Stratford,1377
Goodge Street,Warren Street,79
Highbury and Islington,Kings Cross St. Pancras,1068
Grange Hill,Hainault,105
East Ham,Upton Park,603
Hatton Cross,Heathrow Terminals 1 2 3,906
Fulham Broadway,Parsons Green,347
Clapham Common,Clapham South,447
Stepney Green,Whitechapel,260
Shepherds Bush,White City,419
Hyde Park Corner,Knightsbridge,55
East Putney,Putney Bridge,497
Earls Court,West Kensington,819
Barbican,Farringdon,205
Debden,Theydon Bois,119
Dagenham East,Dagenham Heathway,287
Embankment,Waterloo,778
Oakwood,Southgate,484
Kentish Town,Tufnell Park,278
Northwood Hills,Pinner,138
Neasden,Wembley Park,377
Canary Wharf,North Greenwich,1232
Hanger Lane,Perivale,184
Rayners Lane,West Harrow,126
Blackhorse Road,Walthamstow Central,1471
Canons Park,Queensbury,285
Finchley Central,Mill Hill East,232
Earls Court,West Brompton,669
Fulham Broadway,West Brompton,302
Rayners Lane,South Harrow,133
Parsons Green,Putney Bridge,361
Bond Street,Marble Arch,144
Oxford Circus,Warren Street,166
Manor House,Turnpike Lane,468
Dagenham East,Elm Park,166
Ickenham,Ruislip,128
Colliers Wood,South Wimbledon,638
Pimlico,Victoria,708
Camden Town,Chalk Farm,207
Belsize Park,Hampstead,262
Baker Street,Finchley Road,325
Euston Square,Kings Cross St. Pancras,925
Sloane Square,Victoria,614
Northolt,South Ruislip,339
Charing Cross,Piccadilly Circus,185
Hillingdon,Uxbridge,540
Oxford Circus,Tottenham Court Road,311
Covent Garden,Holborn,128
Elephant and Castle,Kennington,459
Heathrow Terminal 4,Heathrow Terminals 1 2 3,575
Canning Town,West Ham,639
Aldgate,Liverpool Street,710
Bayswater,Notting Hill Gate,202
Angel,Old Street,244
Monument,London Bridge,1277
Covent Garden,Leicester Square,120
Kensal Green,Willesden Junction,296
Boston Manor,Osterley,145
Turnpike Lane,Wood Green,626
Tooting Bec,Tooting Broadway,881
Ladbroke Grove,Westbourne Park,238
Colliers Wood,Tooting Broadway,932
Harlesden,Stonebridge Park,172
Ruislip Gardens,West Ruislip,172
Fairlop,Hainault,138
Baker Street,Bond Street,213
Lancaster Gate,Marble Arch,209
Kenton,South Kenton,192
Harrow-on-the-Hill,Northwick Park,276
Gloucester Road,South Kensington,349
Clapham Common,Clapham North,317
Barons Court,Earls Court,850
Monument,Liverpool Street,1393
Belsize Park,Chalk Farm,174
Barkingside,Newbury Park,246
Harrow-on-the-Hill,West Harrow,178
Buckhurst Hill,Loughton,169
Euston,Warren Street,423
Canning Town,North Greenwich,872
Barons Court,West Kensington,280
Monument,Tower Hill,515
Shepherds Bush Market,Wood Lane,336
Hornchurch,Upminster Bridge,110
Camden Town,Euston,973
Becontree,Upney,196
Finchley Road,Wembley Park,449
South Harrow,Sudbury Hill,124
Caledonian Road,Kings Cross St. Pancras,997
Leicester Square,Piccadilly Circus,172
East Acton,North Acton,238
Earls Court,Gloucester Road,1055
Kilburn Park,Queens Park,293
Elephant and Castle,Lambeth North,225
Angel,Kings Cross St. Pancras,938
Finchley Road,Swiss Cottage,231
Croxley,Watford,123
St. Jamess Park,Victoria,545
Paddington,Royal Oak,1134
Chalfont and Latimer,Chesham,152
Liverpool Street,Moorgate,1160
Blackfriars,Mansion House,244
Northwood,Northwood Hills,114
Hounslow East,Osterley,228
St. Johns Wood,Swiss Cottage,160
Latimer Road,Wood Lane,153
Monument,Cannon Street,127
Baker Street,Regents Park,102
Arnos Grove,Bounds Green,414
Paddington,Warwick Avenue,1164
Leyton,Leytonstone,364
Balham,Clapham South,605
Gunnersbury,Kew Gardens,322
Hillingdon,Ickenham,183
Chigwell,Roding Valley,12
Bow Road,Mile End,339
High Street Kensington,Notting Hill Gate,210
Finchley Road,West Hampstead,302
Farringdon,Kings Cross St. Pancras,1164
Leytonstone,Snaresbrook,242
Redbridge,Wanstead,155
Euston Square,Great Portland Street,90
Southwark,Waterloo,578
Barking,Upney,728
Monument,St. Pauls,114
Charing Cross,Leicester Square,193
Hatton Cross,Hounslow West,370
Notting Hill Gate,Queensway,364
Northwick Park,Preston Road,102
Chorleywood,Rickmansworth,118
West Finchley,Woodside Park,190
Clapham North,Stockwell,398
South Woodford,Woodford,351
Earls Court,High Street Kensington,768
Arsenal,Finsbury Park,651
Moor Park,Rickmansworth,83
East Putney,Southfields,547
Burnt Oak,Colindale,663
Lambeth North,Waterloo,540
Amersham,Chalfont and Latimer,304
Chancery Lane,St. Pauls,53
Bow Road,Bromley-by-Bow,144
Stamford Brook,Turnham Green,256
Acton Town,Ealing Common,170
Sudbury Hill,Sudbury Town,99
Leicester Square,Tottenham Court Road,221
Heathrow Terminal 5,Heathrow Terminals 1 2 3,551
Northfields,South Ealing,163
Gloucester Road,High Street Kensington,387
Greenford,Northolt,341
Hanger Lane,North Acton,302
Aldgate,Tower Hill,302
Holborn,Russell Square,253
Euston,Mornington Crescent,478
Barkingside,Fairlop,67
Baker Street,Marylebone,350
Edgware Road (Bakerloo),Paddington,1085
Arnos Grove,Southgate,472
London Bridge,Southwark,748
Mile End,Stepney Green,316
Stockwell,Vauxhall,1004
Kilburn Park,Maida Vale,223
Kennington,Oval,173
Stonebridge Park,Wembley Central,274
Kew Gardens,Richmond,624
Barbican,Moorgate,195
Monument,Waterloo,904
Blackfriars,Temple,218
Elm Park,Hornchurch,198
Ealing Broadway,Ealing Common,455
Green Park,Westminster,158
Eastcote,Rayners Lane,195
Dollis Hill,Neasden,170
Golders Green,Hampstead,372
Plaistow,West Ham,206
Moor Park,Northwood,90
Green Park,Hyde Park Corner,85
North Ealing,Park Royal,80
Maida Vale,Warwick Avenue,152
Embankment,Westminster,144
Balham,Tooting Bec,655
Bermondsey,London Bridge,1056
Boston Manor,Northfields,147
Blackhorse Road,Tottenham Hale,1536
Totteridge and Whetstone,Woodside Park,320
Kingsbury,Queensbury,174
North Wembley,Wembley Central,264
Camden Town,Kentish Town,280
Royal Oak,Westbourne Park,109
Baker Street,St. Johns Wood,268
Brent Cross,Golders Green,337
Debden,Loughton,207
Becontree,Dagenham Heathway,278
Borough,Elephant and Castle,201
Acton Town,Chiswick Park,177
Edgware Road (Bakerloo),Marylebone,187
Kings Cross St. Pancras,Russell Square,920
Buckhurst Hill,Woodford,256
Kensal Green,Queens Park,312
Harrow-on-the-Hill,North Harrow,245
Sloane Square,South Kensington,243
Embankment,Temple,58
Bromley-by-Bow,West Ham,208
Bond Street,Oxford Circus,190
Green Park,Piccadilly Circus,158
Brixton,Stockwell,1382
Colindale,Hendon Central,632
Chancery Lane,Holborn,105
Oxford Circus,Piccadilly Circus,177
Harrow and Wealdstone,Kenton,306
East Acton,White City,208
Chalfont and Latimer,Chorleywood,173
Gants Hill,Redbridge,306
Moorgate,Old Street,359
St. Jamess Park,Westminster,129
Cannon Street,Mansion House,55
Preston Road,Wembley Park,300
Leytonstone,Wanstead,253
Archway,Highgate,387
Upminster,Upminster Bridge,410
Goodge Street,Tottenham Court Road,146
Alperton,Sudbury Town,109
North Acton,West Acton,194
Aldgate East,Tower Hill,533
Dollis Hill,Willesden Green,358
Green Park,Oxford Circus,263
Greenford,Perivale,201
Gants Hill,Newbury Park,391
Ealing Broadway,West Acton,338
Barking,East Ham,946
Euston,Kings Cross St. Pancras,1736
Ladbroke Grove,Latimer Road,242
Kilburn,West Hampstead,378
Monument,Moorgate,409
Chiswick Park,Turnham Green,173
Epping,Theydon Bois,437
Finchley Central,West Finchley,357
Ruislip,Ruislip Manor,136
Seven Sisters,Tottenham Hale,1083
Battersea Power Station,Nine Elms,195
Waterloo,Westminster,703
Bermondsey,Canada Water,492
Earls Court,Kensington (Olympia),306
Wimbledon,Wimbledon Park,1446
Finsbury Park,Manor House,880
High Barnet,Totteridge and Whetstone,384
Aldgate East,Whitechapel,392
Camden Town,Mornington Crescent,160
Kennington,Waterloo,975
Oxford Circus,Regents Park,70
Roding Valley,Woodford,132
Ruislip Gardens,South Ruislip,161
Acton Town,South Ealing,202
Archway,Tufnell Park,355
Finsbury Park,Seven Sisters,1035
Acton Town,Turnham Green,415
Alperton,Park Royal,108
Borough,London Bridge,711
Holland Park,Notting Hill Gate,186
Morden,South Wimbledon,902
North Harrow,Pinner,88
Kilburn,Willesden Green,453
Bond Street,Green Park,175
Ealing Common,North Ealing,81
Baker Street,Great Portland Street,157
Brent Cross,Hendon Central,300
Goldhawk Road,Shepherds Bush Market,312
Southfields,Wimbledon Park,574
Canons Park,Stanmore,436
Kingsbury,Wembley Park,375
Holborn,Tottenham Court Road,280
Chigwell,Grange Hill,17
Canada Water,Canary Wharf,1098
Bethnal Green,Mile End,458
Snaresbrook,South Woodford,176
Aldgate East,Liverpool Street,1079
Holland Park,Shepherds Bush,300
Hounslow Central,Hounslow East,289
Hatton Cross,Heathrow Terminal 4,294
Ravenscourt Park,Stamford Brook,151
North Wembley,South Kenton,135
Oval,Stockwell,269
Cockfosters,Oakwood,296
Leyton,Stratford,798
Bethnal Green,Liverpool Street,763
Caledonian Road,Holloway Road,177
Knightsbridge,South Kensington,202
Charing Cross,Embankment,162
Croxley,Moor Park,63
Finsbury Park,Highbury and Islington,662
Stratford,West Ham,1337
Harlesden,Willesden Junction,313
Bounds Green,Wood Green,619
Arsenal,Holloway Road,142
Eastcote,Ruislip Manor,114
Green Park,Victoria,911
East Finchley,Highgate,436
Lancaster Gate,Queensway,325
Bayswater,Paddington,1025
East Finchley,Finchley Central,520
Plaistow,Upton Park,352
Kennington,Nine Elms,208
Gunnersbury,Turnham Green,281
Pimlico,Vauxhall,466
Source Station,Target Station,Weight
Camden Town,Kentish Town,309
Angel,Old Street,219
Holland Park,Shepherds Bush,295
Arnos Grove,Bounds Green,426
Shepherds Bush,White City,444
North Wembley,South Kenton,128
East Ham,Upton Park,635
Buckhurst Hill,Loughton,159
Pimlico,Vauxhall,543
North Ealing,Park Royal,57
Plaistow,West Ham,208
Kentish Town,Tufnell Park,241
Canada Water,Canary Wharf,1090
Barking,Upney,639
Chalfont and Latimer,Chesham,160
Sloane Square,Victoria,585
Edgware Road (Bakerloo),Paddington,1071
Colliers Wood,South Wimbledon,628
Caledonian Road,Kings Cross St. Pancras,1025
Green Park,Hyde Park Corner,64
Bermondsey,Canada Water,490
Earls Court,West Kensington,789
Buckhurst Hill,Woodford,252
Alperton,Park Royal,105
Kew Gardens,Richmond,713
Chancery Lane,St. Pauls,57
Stonebridge Park,Wembley Central,287
Earls Court,High Street Kensington,723
Edgware Road (Bakerloo),Marylebone,200
Kenton,South Kenton,190
Paddington,Royal Oak,1165
Ealing Broadway,West Acton,327
Monument,Waterloo,938
Moor Park,Rickmansworth,92
Baker Street,Finchley Road,320
Kennington,Nine Elms,244
Kilburn Park,Maida Vale,224
Kingsbury,Wembley Park,341
Borough,Elephant and Castle,240
Redbridge,Wanstead,171
Eastcote,Rayners Lane,188
Barons Court,Earls Court,874
St. Johns Wood,Swiss Cottage,168
Kensal Green,Willesden Junction,321
Gants Hill,Redbridge,273
Leicester Square,Piccadilly Circus,182
Hyde Park Corner,Knightsbridge,71
Blackhorse Road,Tottenham Hale,1478
Boston Manor,Osterley,175
Fairlop,Hainault,145
East Finchley,Highgate,373
High Street Kensington,Notting Hill Gate,287
Battersea Power Station,Nine Elms,220
Farringdon,Kings Cross St. Pancras,1065
Leytonstone,Wanstead,254
Moor Park,Northwood,113
Heathrow Terminal 5,Heathrow Terminals 1 2 3,596
Baker Street,Marylebone,375
Becontree,Dagenham Heathway,310
Covent Garden,Leicester Square,116
Euston,Warren Street,416
Bond Street,Oxford Circus,225
Goodge Street,Tottenham Court Road,128
Ravenscourt Park,Stamford Brook,160
Kingsbury,Queensbury,218
Oxford Circus,Tottenham Court Road,293
Seven Sisters,Tottenham Hale,1099
Pimlico,Victoria,711
Clapham North,Stockwell,400
Northolt,South Ruislip,340
Hornchurch,Upminster Bridge,103
Harrow-on-the-Hill,Northwick Park,287
East Acton,White City,206
South Woodford,Woodford,353
Ickenham,Ruislip,116
Green Park,Piccadilly Circus,150
Roding Valley,Woodford,155
Finchley Central,West Finchley,330
Canning Town,West Ham,685
Rayners Lane,South Harrow,158
Hanger Lane,North Acton,299
Stamford Brook,Turnham Green,245
Charing Cross,Leicester Square,189
Southfields,Wimbledon Park,546
Monument,London Bridge,1342
South Harrow,Sudbury Hill,103
Greenford,Northolt,349
Earls Court,West Brompton,657
Barbican,Moorgate,193
Ealing Broadway,Ealing Common,428
Debden,Theydon Bois,149
Bayswater,Notting Hill Gate,267
Kennington,Waterloo,972
Ladbroke Grove,Westbourne Park,277
Mile End,Stepney Green,275
Clapham Common,Clapham North,312
Green Park,Westminster,167
Knightsbridge,South Kensington,240
Belsize Park,Chalk Farm,231
North Harrow,Pinner,109
Barkingside,Newbury Park,238
Cockfosters,Oakwood,324
North Wembley,Wembley Central,288
Belsize Park,Hampstead,238
Holborn,Tottenham Court Road,336
Covent Garden,Holborn,174
Turnpike Lane,Wood Green,673
Dagenham East,Dagenham Heathway,291
Neasden,Wembley Park,318
Barons Court,West Kensington,251
Morden,South Wimbledon,867
Blackfriars,Mansion House,227
Tooting Bec,Tooting Broadway,842
Chalfont and Latimer,Chorleywood,191
Colindale,Hendon Central,609
Gloucester Road,South Kensington,372
Finchley Road,West Hampstead,314
Acton Town,Ealing Common,212
Leyton,Stratford,818
Canning Town,North Greenwich,895
Kensal Green,Queens Park,295
Charing Cross,Embankment,140
Finchley Road,Swiss Cottage,198
Embankment,Temple,70
London Bridge,Southwark,825
Bond Street,Marble Arch,109
Hounslow Central,Hounslow East,271
High Barnet,Totteridge and Whetstone,347
Kilburn,West Hampstead,396
Oxford Circus,Piccadilly Circus,201
Leytonstone,Snaresbrook,269
Ruislip Gardens,South Ruislip,157
Bond Street,Green Park,164
Ealing Common,North Ealing,59
Latimer Road,Wood Lane,166
Southwark,Waterloo,578
Canons Park,Queensbury,261
Parsons Green,Putney Bridge,343
Waterloo,Westminster,742
Oval,Stockwell,316
Bermondsey,London Bridge,1017
Northwick Park,Preston Road,100
Heathrow Terminal 4,Heathrow Terminals 1 2 3,590
Croxley,Watford,104
East Acton,North Acton,234
Harlesden,Stonebridge Park,193
Northwood Hills,Pinner,150
Upminster,Upminster Bridge,355
Aldgate,Liverpool Street,679
Angel,Kings Cross St. Pancras,1021
Clapham Common,Clapham South,420
Green Park,Oxford Circus,233
Shepherds Bush Market,Wood Lane,335
Gunnersbury,Turnham Green,291
Archway,Tufnell Park,380
Sudbury Hill,Sudbury Town,128
Maida Vale,Warwick Avenue,166
Chigwell,Grange Hill,19
Goodge Street,Warren Street,62
Acton Town,South Ealing,213
Lancaster Gate,Queensway,297
Chancery Lane,Holborn,118
Leicester Square,Tottenham Court Road,235
Harlesden,Willesden Junction,238
Charing Cross,Piccadilly Circus,146
Hounslow Central,Hounslow West,318
Canons Park,Stanmore,360
Green Park,Victoria,934
Brent Cross,Hendon Central,291
Dollis Hill,Neasden,155
Gants Hill,Newbury Park,441
Highbury and Islington,Kings Cross St. Pancras,1055
Earls Court,Gloucester Road,1007
Croxley,Moor Park,79
Caledonian Road,Holloway Road,178
Wimbledon,Wimbledon Park,1465
Fulham Broadway,Parsons Green,351
Rayners Lane,West Harrow,104
Harrow-on-the-Hill,North Harrow,238
Blackhorse Road,Walthamstow Central,1470
Acton Town,Chiswick Park,172
Amersham,Chalfont and Latimer,325
Hillingdon,Ickenham,189
Ladbroke Grove,Latimer Road,238
Bow Road,Mile End,337
Arnos Grove,Southgate,415
Bethnal Green,Liverpool Street,728
Stepney Green,Whitechapel,232
West Finchley,Woodside Park,203
Euston Square,Kings Cross St. Pancras,868
Kennington,Oval,126
Oxford Circus,Warren Street,180
Burnt Oak,Colindale,696
Embankment,Waterloo,771
St. Jamess Park,Victoria,588
Camden Town,Euston,969
Goldhawk Road,Shepherds Bush Market,286
Paddington,Warwick Avenue,1221
Kilburn Park,Queens Park,301
Barbican,Farringdon,190
Bethnal Green,Mile End,413
Greenford,Perivale,168
Stockwell,Vauxhall,947
Plaistow,Upton Park,293
Fulham Broadway,West Brompton,269
Barkingside,Fairlop,67
Aldgate East,Tower Hill,458
Finsbury Park,Seven Sisters,1117
Finchley Central,Mill Hill East,266
Monument,St. Pauls,149
Oxford Circus,Regents Park,77
Chorleywood,Rickmansworth,91
Royal Oak,Westbourne Park,129
Dollis Hill,Willesden Green,349
East Putney,Putney Bridge,463
Chiswick Park,Turnham Green,155
Cannon Street,Mansion House,68
Northfields,South Ealing,152
Preston Road,Wembley Park,262
Burnt Oak,Edgware,415
Epping,Theydon Bois,417
Euston Square,Great Portland Street,91
Elephant and Castle,Lambeth North,210
Totteridge and Whetstone,Woodside Park,300
Canary Wharf,North Greenwich,1357
Lancaster Gate,Marble Arch,189
Camden Town,Chalk Farm,194
Aldgate,Tower Hill,324
Kilburn,Willesden Green,438
St. Jamess Park,Westminster,117
Leyton,Leytonstone,433
Lambeth North,Waterloo,594
Liverpool Street,Moorgate,1119
Monument,Tower Hill,503
Hatton Cross,Heathrow Terminal 4,259
Aldgate East,Liverpool Street,1155
Baker Street,Great Portland Street,150
Finchley Road,Wembley Park,448
Moorgate,Old Street,351
Finsbury Park,Highbury and Islington,721
Monument,Moorgate,459
Gloucester Road,High Street Kensington,320
Ruislip,Ruislip Manor,141
Bromley-by-Bow,West Ham,202
Bow Road,Bromley-by-Bow,154
Embankment,Westminster,152
Northwood,Northwood Hills,104
Sloane Square,South Kensington,201
Holland Park,Notting Hill Gate,160
Baker Street,Regents Park,109
East Finchley,Finchley Central,521
Manor House,Turnpike Lane,498
Ruislip Gardens,West Ruislip,147
Camden Town,Mornington Crescent,179
Elephant and Castle,Kennington,436
Debden,Loughton,206
Snaresbrook,South Woodford,172
Barking,East Ham,928
Stratford,West Ham,1335
Arsenal,Holloway Road,186
Harrow and Wealdstone,Kenton,317
Hillingdon,Uxbridge,510
Gunnersbury,Kew Gardens,313
Monument,Liverpool Street,1376
Earls Court,Kensington (Olympia),354
Kings Cross St. Pancras,Russell Square,840
Elm Park,Hornchurch,180
Golders Green,Hampstead,324
Euston,Kings Cross St. Pancras,1765
North Acton,West Acton,182
Brixton,Stockwell,1369
Boston Manor,Northfields,195
Eastcote,Ruislip Manor,145
Notting Hill Gate,Queensway,363
Hanger Lane,Perivale,176
Monument,Cannon Street,113
Alperton,Sudbury Town,149
Bayswater,Paddington,1072
Hatton Cross,Hounslow West,328
Hounslow East,Osterley,243
Dagenham East,Elm Park,213
Baker Street,Bond Street,217
Holborn,Russell Square,253
Brent Cross,Golders Green,323
Grange Hill,Hainault,113
Balham,Clapham South,571
Mile End,Stratford,1362
Acton Town,Turnham Green,428
Archway,Highgate,420
Euston,Mornington Crescent,433
Balham,Tooting Bec,645
Arsenal,Finsbury Park,642
Blackfriars,Temple,206
Colliers Wood,Tooting Broadway,981
Aldgate East,Whitechapel,389
Hatton Cross,Heathrow Terminals 1 2 3,884
East Putney,Southfields,595
Chigwell,Roding Valley,4
Becontree,Upney,217
Finsbury Park,Manor House,858
Borough,London Bridge,759
Oakwood,Southgate,460
Harrow-on-the-Hill,West Harrow,201
Baker Street,St. Johns Wood,262
Bounds Green,Wood Green,550
Source Station,Target Station,Weight
Cannon Street,Mansion House,58
Covent Garden,Leicester Square,116
Moorgate,Old Street,350
Green Park,Piccadilly Circus,155
Canons Park,Queensbury,289
East Finchley,Finchley Central,585
Arnos Grove,Bounds Green,463
Pimlico,Vauxhall,498
South Woodford,Woodford,323
Colliers Wood,South Wimbledon,636
Green Park,Oxford Circus,250
Gants Hill,Redbridge,308
Ealing Common,North Ealing,87
Kennington,Nine Elms,218
Baker Street,Great Portland Street,128
Barkingside,Fairlop,79
Aldgate East,Liverpool Street,1105
Hounslow Central,Hounslow East,245
Leytonstone,Snaresbrook,245
Chigwell,Grange Hill,12
Leicester Square,Piccadilly Circus,171
Chorleywood,Rickmansworth,140
Alperton,Sudbury Town,99
Hanger Lane,North Acton,301
Plaistow,Upton Park,331
Acton Town,South Ealing,233
Shepherds Bush,White City,488
Blackfriars,Mansion House,242
Acton Town,Ealing Common,192
Belsize Park,Hampstead,244
Finchley Road,Swiss Cottage,246
Kennington,Oval,159
West Finchley,Woodside Park,168
Stockwell,Vauxhall,980
Stamford Brook,Turnham Green,215
Dollis Hill,Neasden,200
Redbridge,Wanstead,140
Northfields,South Ealing,165
Covent Garden,Holborn,138
Buckhurst Hill,Loughton,183
Heathrow Terminal 4,Heathrow Terminals 1 2 3,576
Charing Cross,Leicester Square,194
Camden Town,Kentish Town,302
Boston Manor,Osterley,107
Leyton,Leytonstone,439
Ravenscourt Park,Stamford Brook,155
Mile End,Stepney Green,312
Paddington,Royal Oak,1148
Stonebridge Park,Wembley Central,263
Snaresbrook,South Woodford,184
Aldgate,Tower Hill,291
Maida Vale,Warwick Avenue,176
Battersea Power Station,Nine Elms,191
Pimlico,Victoria,717
Monument,Liverpool Street,1436
Fairlop,Hainault,153
Finchley Central,Mill Hill East,221
Colliers Wood,Tooting Broadway,1009
North Wembley,South Kenton,113
Burnt Oak,Edgware,452
Chalfont and Latimer,Chorleywood,143
Northolt,South Ruislip,300
Harrow-on-the-Hill,North Harrow,249
St. Johns Wood,Swiss Cottage,169
St. Jamess Park,Westminster,86
Monument,Cannon Street,101
East Putney,Southfields,584
Southwark,Waterloo,618
Bond Street,Oxford Circus,196
Seven Sisters,Tottenham Hale,1084
Harlesden,Stonebridge Park,153
East Acton,White City,181
Parsons Green,Putney Bridge,371
Chancery Lane,St. Pauls,65
Earls Court,High Street Kensington,754
Baker Street,Marylebone,333
Bethnal Green,Liverpool Street,734
Green Park,Westminster,188
Hatton Cross,Heathrow Terminals 1 2 3,870
Manor House,Turnpike Lane,425
Rayners Lane,South Harrow,156
East Acton,North Acton,255
Brixton,Stockwell,1324
South Harrow,Sudbury Hill,128
Euston,Kings Cross St. Pancras,1720
Upminster,Upminster Bridge,425
Lambeth North,Waterloo,556
Clapham Common,Clapham North,335
North Ealing,Park Royal,57
Gloucester Road,High Street Kensington,351
Liverpool Street,Moorgate,1184
Chigwell,Roding Valley,7
Canary Wharf,North Greenwich,1331
Greenford,Northolt,394
Eastcote,Ruislip Manor,148
Barking,East Ham,957
Balham,Clapham South,580
Earls Court,West Kensington,835
Kew Gardens,Richmond,769
Croxley,Moor Park,56
Elephant and Castle,Lambeth North,224
Totteridge and Whetstone,Woodside Park,292
Bow Road,Bromley-by-Bow,152
Monument,Tower Hill,452
Edgware Road (Bakerloo),Marylebone,170
Ickenham,Ruislip,122
Monument,Moorgate,446
Mile End,Stratford,1434
Finchley Road,Wembley Park,438
North Acton,West Acton,201
St. Jamess Park,Victoria,604
Notting Hill Gate,Queensway,332
Rayners Lane,West Harrow,116
Camden Town,Mornington Crescent,175
Hillingdon,Uxbridge,477
Bayswater,Notting Hill Gate,232
Amersham,Chalfont and Latimer,271
Highbury and Islington,Kings Cross St. Pancras,1041
Boston Manor,Northfields,169
Cockfosters,Oakwood,305
Bond Street,Green Park,152
Roding Valley,Woodford,170
Kensal Green,Queens Park,330
Hounslow Central,Hounslow West,298
High Barnet,Totteridge and Whetstone,377
Caledonian Road,Holloway Road,183
Bethnal Green,Mile End,440
Harrow-on-the-Hill,Northwick Park,248
Baker Street,Finchley Road,338
Kentish Town,Tufnell Park,264
Ruislip,Ruislip Manor,131
Northwood Hills,Pinner,128
Wimbledon,Wimbledon Park,1463
Colindale,Hendon Central,541
Angel,Kings Cross St. Pancras,967
Hatton Cross,Heathrow Terminal 4,275
Neasden,Wembley Park,360
Balham,Tooting Bec,680
Arnos Grove,Southgate,415
Aldgate East,Tower Hill,461
Baker Street,Regents Park,119
Morden,South Wimbledon,860
Buckhurst Hill,Woodford,235
Leytonstone,Wanstead,291
Canons Park,Stanmore,373
Farringdon,Kings Cross St. Pancras,1185
Hillingdon,Ickenham,200
Kilburn Park,Queens Park,333
Euston,Warren Street,421
Barbican,Farringdon,158
Shepherds Bush Market,Wood Lane,346
Paddington,Warwick Avenue,1257
Earls Court,Gloucester Road,985
Archway,Tufnell Park,371
Knightsbridge,South Kensington,224
Holland Park,Shepherds Bush,311
Finsbury Park,Highbury and Islington,736
Becontree,Upney,201
Embankment,Waterloo,742
Oxford Circus,Warren Street,173
Leicester Square,Tottenham Court Road,262
Earls Court,West Brompton,708
Stratford,West Ham,1346
Greenford,Perivale,202
Royal Oak,Westbourne Park,125
Oxford Circus,Piccadilly Circus,200
Charing Cross,Piccadilly Circus,199
Grange Hill,Hainault,129
Acton Town,Chiswick Park,181
Oxford Circus,Regents Park,74
Finchley Central,West Finchley,303
Chalfont and Latimer,Chesham,154
Kingsbury,Queensbury,201
Green Park,Hyde Park Corner,46
Burnt Oak,Colindale,692
Blackhorse Road,Tottenham Hale,1509
Epping,Theydon Bois,402
Sudbury Hill,Sudbury Town,98
Green Park,Victoria,906
Elephant and Castle,Kennington,423
Ladbroke Grove,Latimer Road,216
East Finchley,Highgate,331
Harrow-on-the-Hill,West Harrow,185
Baker Street,Bond Street,211
Euston,Mornington Crescent,464
Euston Square,Kings Cross St. Pancras,874
Heathrow Terminal 5,Heathrow Terminals 1 2 3,566
Holland Park,Notting Hill Gate,151
Preston Road,Wembley Park,322
Goldhawk Road,Shepherds Bush Market,303
Monument,London Bridge,1395
Baker Street,St. Johns Wood,263
Kensal Green,Willesden Junction,264
Dagenham East,Dagenham Heathway,299
Arsenal,Holloway Road,189
Ealing Broadway,Ealing Common,446
Bayswater,Paddington,1084
Barons Court,West Kensington,247
Acton Town,Turnham Green,390
Monument,St. Pauls,130
Clapham Common,Clapham South,481
Hounslow East,Osterley,208
Angel,Old Street,238
Borough,Elephant and Castle,243
Earls Court,Kensington (Olympia),341
Bow Road,Mile End,335
Becontree,Dagenham Heathway,328
Blackfriars,Temple,156
East Ham,Upton Park,639
Waterloo,Westminster,778
Harrow and Wealdstone,Kenton,309
Barons Court,Earls Court,882
Moor Park,Northwood,107
North Harrow,Pinner,125
Ruislip Gardens,South Ruislip,160
Brent Cross,Hendon Central,311
Chancery Lane,Holborn,142
Gunnersbury,Turnham Green,303
Finsbury Park,Seven Sisters,1101
Goodge Street,Warren Street,74
Oval,Stockwell,289
Bond Street,Marble Arch,125
Holborn,Tottenham Court Road,301
Camden Town,Euston,967
Edgware Road (Bakerloo),Paddington,1138
Kilburn Park,Maida Vale,214
Oakwood,Southgate,486
Kilburn,Willesden Green,423
Archway,Highgate,446
Leyton,Stratford,752
Hornchurch,Upminster Bridge,139
Barbican,Moorgate,224
Kennington,Waterloo,1012
Kilburn,West Hampstead,367
